subject,catalog_num,title_units,description
ARABIC,399-0,ARABIC 399-0 Independent Study (1 Unit),"For students who have advanced with distinction beyond the regular course offerings in Arabic. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
ART,101-7,ART 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
ART,101-8,ART 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
ART,210-0,ART 210-0 Introduction to Drawing (1 Unit),"Introduction to basic drawing techniques and problems in line, space, perception, and the expressive use of various graphic media. No previous experience necessary."
ART,220-0,ART 220-0 Introduction to Painting (1 Unit),"Introduction to problems in painting and visual thinking. Includes surface preparation, color mixing, and composition. No previous experience necessary."
ART,230-0,ART 230-0 Introduction to Time Based Arts (1 Unit),"Introduction to a wide range of time-based art practices as used in the visual arts, including performance, sound, and video. No previous experience necessary."
ART,240-0,ART 240-0 Introduction to Sculpture (1 Unit),Introduction to basic sculptural materials and techniques and issues of three-dimensional form. No previous experience necessary.
ART,250-0,ART 250-0 Introduction to Photography (1 Unit),Extensive darkroom instruction focusing on aesthetic problems and the production of high-quality black-and-white prints. No previous experience necessary.
ART,260-0,ART 260-0 Studio Practice (1 Unit),Exploration of varied techniques and strategies geared toward the development of an individualized and self-directed studio practice.
ART,270-0,ART 270-0 Contemporary Art Survey (1 Unit),"Forms and concerns of art from the 1960s to the present, introduced in slide lecture format. Historical Studies Distro Area Historical Studies Foundational Discipline Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
ART,272-0,ART 272-0 Critical Methods for Contemporary Art (1 Unit),"Introduction to basic key terms, concepts, and analytical categories of theoretical discourses relevant to an informed and critical engagement with contemporary art. Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
ART,360-0,ART 360-0 Senior Critique (1 Unit),"Students complete a body of work to be shown in the senior exhibition, develop their critical skills, and learn to give articulate verbal and written expression to the concerns their art explores. ART 260-0 and Junior or Senior standing in major. Advanced Expression"
ART,372-0,ART 372-0 Seminar (1 Unit),"Variable content, seminar-based course. May be repeated for credit with different topic. Note that some sections of this course are not approved for graduate credit. Please consult the course description. Advanced Expression Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
ART,382-0,ART 382-0 Studio/Seminar (1 Unit),Variable content course with both seminar and studio components. May be repeated for credit with different topic. Note that some sections of this course are not approved for graduate credit. Please consult the course description.
ART,390-0,ART 390-0 Studio (1 Unit),"Variable content, studio-based course. May be repeated for credit with different topic. Note that some sections of this course are not approved for graduate credit. Please consult the course description."
ART,399-0,ART 399-0 Independent Study (1 Unit),"For advanced majors pursuing projects outside the context of regularly offered courses. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
ART_HIST,101-7,ART_HIST 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
ART_HIST,101-8,ART_HIST 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
ART_HIST,220-0,ART_HIST 220-0 Introduction to African Art (1 Unit),"Introduction to art making in Africa; historical periods and regions of focus may vary depending on instructor. Global Perspectives on Power, Justice, and Equity Historical Studies Distro Area Historical Studies Foundational Discipline Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
ART_HIST,222-0,ART_HIST 222-0 Black Art in the TransAtlantic World (1 Unit),"Introduction to the visual arts and art history of the African diaspora, including the Caribbean, Brazil, and the United States, from the 19th century to present day. Global Perspectives on Power, Justice, and Equity Historical Studies Distro Area Historical Studies Foundational Discipline Interdisciplinary Distro - See Rules Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
ART_HIST,224-0,ART_HIST 224-0 Introduction to Ancient Art (1 Unit),"Introduction to the art and architecture of the ancient Near Eastern, Egyptian, Aegean, Greek, and Roman worlds. Historical Studies Distro Area Historical Studies Foundational Discipline Interdisciplinary Distro - See Rules Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
ART_HIST,225-0,ART_HIST 225-0 Introduction to Medieval Art (1 Unit),Introduction to the art and architecture of Europe and the Middle East from the third to fifteenth centuries CE. Historical Studies Distro Area Historical Studies Foundational Discipline Interdisciplinary Distro - See Rules Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline
ART_HIST,230-0,ART_HIST 230-0 Introduction to Art of the United States (1 Unit),"Survey of the art and architecture of the United States in its cultural context, from the art of conquest to contemporary production. Literature  Fine Arts Distro Area"
ART_HIST,232-0,ART_HIST 232-0 Introduction to the History of Architecture: 1400 to Present (1 Unit),"The theory and history of architecture in relation to cities and landscape; historical periods and regions of focus may vary depending on the instructor. Global Perspectives on Power, Justice, and Equity Historical Studies Distro Area Historical Studies Foundational Discipline Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
ART_HIST,235-0,ART_HIST 235-0 Introduction to Latin American Art (1 Unit),"Survey of the work of artists and groups from throughout the various countries of Central and South America from colonial times to the present. Global Perspectives on Power, Justice, and Equity Historical Studies Distro Area Historical Studies Foundational Discipline Literature  Fine Arts Distro Area Literature and Arts Foundational Discipline"
